Reporting period,Organization,Organisation Type,Cluster,Main Activity,Implementing Partners,Type of Relief materials,Mode of delivery,Region,District,Pcode,Traditional_Authority,Village,Camp,Start_date,End_date,Status,Program Type,Total Beneficiaries,Total Male Beneficiaries,Total Female Beneficiaries,Beneficiary Type,Comment
30 Apr 2019,GOAL MALAWI,National/Local NGO,Food Security,Distribution of Relief items,GOAL MALAWI,Cooking Oil,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,28-Mar-19,28-Mar-19,Completed,Emergency Response,108,,,"PLW,ELDERLY, DISABLED",
30 Apr 2019,GOAL MALAWI,National/Local NGO,Food Security,Distribution of Relief items,GOAL MALAWI,soya peaces,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,28-Mar-19,28-Mar-19,Completed,Emergency Response,108,,,"PLW,ELDERLY, DISABLED",
30 Apr 2019,GOAL MALAWI,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,GOAL MALAWI,bathimg soap,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,28-Mar-19,28-Mar-19,Completed,Emergency Response,108,,,"PLW,ELDERLY, DISABLED",
30 Apr 2019,GOAL MALAWI,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,GOAL MALAWI,Washing Soap,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,28-Mar-19,28-Mar-19,Completed,Emergency Response,108,,,"PLW,ELDERLY, DISABLED",
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,"iron sheets, ply wood, timbers, nails, sunplate",in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,9-Apr-19,9-Apr-19,Completed,Emergency Response,1620,,,"PLW,ELDERLY, DISABLED",
30 Apr 2019,GOAL MALAWI,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,GOAL MALAWI,"bucket, Chitenje, bag",in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,60,,,adolescent Girls,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,GOAL MALAWI,sanitory pads 2 disposable 3 reusable,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,60,,,adolescent Girls,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,underwear,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,60,,,adolescent Girls,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,GOAL MALAWI,"toothbrush, colgate",in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,60,,,adolescent Girls,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,Touch,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,60,,,adolescent Girls,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Shelter and Camp Management,Distribution of Relief items,GOAL MALAWI,comb brush,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,60,,,adolescent Girls,
30 Apr 2019,GOAL MALAWI,National/Local NGO,Water Sanitation and Hygiene (WASH),Distribution of Relief items,GOAL MALAWI,"Washing Soap, Bathing Soap",in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,5-Apr-19,5-Apr-19,Completed,Emergency Response,60,,,adolescent Girls,
30 Apr 2019,TENGANI HEALTHY CENTRE,Government,Shelter and Camp Management,Distribution of Relief items,TENGANI HEALTHY CENTRE,Mosquito nets,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,22-Mar-19,22-Mar-19,Completed,Emergency Response,60,,,adolescent Girls,
30 Apr 2019,TENGANI HEALTHY CENTRE,Government,Shelter and Camp Management,Distribution of Relief items,TENGANI HEALTHY CENTRE,Mosquito nets,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,8-Apr-19,8-Apr-19,Completed,Emergency Response,1710,,,,
30 Apr 2019,TENGANI HEALTHY CENTRE,Government,Water Sanitation and Hygiene (WASH),Distribution of Relief items,TENGANI HEALTHY CENTRE,Chlorine,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,8-Apr-19,8-Apr-19,Completed,Emergency Response,,,,,
30 Apr 2019,TENGANI HEALTHY CENTRE,Government,Health and HIV AIDS,Distribution of Relief items,TENGANI HEALTHY CENTRE,Condoms,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,8-Apr-19,8-Apr-19,Completed,Emergency Response,,,,,
30 Apr 2019,TENGANI HEALTHY CENTRE,Government,Water Sanitation and Hygiene (WASH),Distribution of Relief items,TENGANI HEALTHY CENTRE,Gloves,in-kind,Southern Region,Nsanje,MW311,Tengani,Mguda,,8-Apr-19,8-Apr-19,Completed,Emergency Response,,,,,
30 Apr 2019,DODMA,Government,Shelter and Camp Management,Distribution of Relief items,DODMA,rice,in-kind,Southern Region,Nsanje,MW311,Tengani,Mlaka,,8-Apr-19,8-Apr-19,Completed,Emergency Response,756,,,,
30 Apr 2019,Emanual TV Malawi Partners,International NGO,Food Security,Food assitance,,"provision of maize, Salt, Sugar, soya beans",in-kind,Southern Region,Blantyre,MW305,lundu,nkumba,,6-Apr-19,6-Apr-19,Completed,Emergency Response,467,185,282,all the affected people,
30 Apr 2019,DoDMA,Government,Food Security,Food assitance,,Provision of maize (50kg bags),in-kind,Southern Region,Blantyre,MW305,lundu,makata,,18-Mar-19,28-Mar-19,Completed,Emergency Response,3900,2990,910,all the affected people,
30 Apr 2019,DoDMA,Government,Food Security,Food assitance,,provision of Rice (50kg bags),in-kind,Southern Region,Blantyre,MW305,lundu,chigaru,,18-Mar-19,28-Mar-19,Completed,Emergency Response,3600,1634,1966,all the affected people,
30 Apr 2019,Emanual TV Malawi Partners,International NGO,Shelter and Camp Management,Distribution of NFIs,,"plastic cups, plastic plates, plastic buckets, blankets, blank plastic sheets x 10m",in-kind,Southern Region,Blantyre,MW305,lundu,nkumba,,6-Apr-19,6-Apr-19,Completed,Emergency Response,467,185,282,all the affected people,
30 Apr 2019,DoDMA,Government,Shelter and Camp Management,Distribution of NFIs,,provision of blankets,in-kind,Southern Region,Blantyre,MW305,kapeni,"Undani,somanje & kumponda",,18-Mar-19,20-Mar-19,Completed,Emergency Response,575,,575,affected women,
30 Apr 2019,Umunthu Foundation,National/Local NGO,Food Security,Food assitance,,provision of maize flour (40kg),in-kind,Southern Region,Blantyre,MW305,kapeni,"mponda, chigumula",Tikondane & Nasonjolo,27-Mar-19,27-Mar-19,Completed,Emergency Response,31,16,15,men and women in camps,
30 Apr 2019,Umunthu Foundation,National/Local NGO,Shelter and Camp Management,Distribution of NFIs,,provision of soap (1 carton each),in-kind,Southern Region,Blantyre,MW305,kapeni,"mponda, chigumula",Tikondane & Nasonjolo,27-Mar-19,27-Mar-19,Completed,Emergency Response,31,16,15,men and women in camps,
30 Apr 2019,Danish Church Aid,International NGO,Food Security,Food assitance,CARD,Provision of cash,Cash,Southern Region,Nsanje,MW311,Malemia,,Chikunkha school & Mpomba,1-Apr-19,2-Apr-19,Completed,Emergency Response,866,330,536,Men and women in camps,
30 Apr 2019,Danish Church Aid,International NGO,Food Security,Food assitance,CARD,Provsion of cash,Cash,Southern Region,Nsanje,MW311,Tengani,,"Mgoza, Chazuka, Mgunda,Kachere, Mkango, Mphamba, Nyankwale",1-Apr-19,2-Apr-19,Completed,Emergency Response,1134,544,590,Men and women in camps,
30 Apr 2019,UNHCR,UN Agency,Protection,Deployment of emergency response team,,,,Southern Region,Blantyre,MW305,,,,10-Apr-19,,Ongoing,Emergency Response,,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Consolidation of emergency response information,,,,Southern Region,Blantyre,MW305,,,,9-Apr-19,,Ongoing,Emergency Response,,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Coordination - Inter-Cluster Coordination (Region),,,,Southern Region,Blantyre,MW305,,,,26-Apr-19,26-Apr-19,Completed,Emergency Response,,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Coordination - Inter-Cluster Coordination (Region),,,,Southern Region,Blantyre,MW305,,,,15-Apr-19,15-Apr-19,Completed,Emergency Response,,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Coordination - District,,,,Southern Region,Chikwawa,MW310,,,,3-Apr-19,3-Apr-19,Completed,Emergency Response,,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Profiling of beneficiaries,Plan International,,,Southern Region,Chikwawa,MW310,,,Nyachilenda,7-Apr-19,8-Apr-19,Completed,Emergency Response,2250,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Distribution of solar lamps,Plan International,solar lamps,in-kind,Southern Region,Chikwawa,MW310,,,,15-Apr-19,15-Apr-19,Completed,Emergency Response,1125,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Capacity building,,,,Southern Region,Chikwawa,MW310,,,,16-Apr-19,16-Apr-19,Completed,Emergency Response,,,,,
30 Apr 2019,MIAA,Religious Organization,Protection,Provision of interim care for the most affected PLHIV including young girls and their families.,Churches and mosques,"Clothes, shoes, maize (bags)",,Southern Region,Chikwawa,MW310,,,,,,Ongoing,,,,,,
30 Apr 2019,MIAA,Religious Organization,Protection,Advocate for the functioning of the Community Victim Support Units in order to provide support for emerging cases of abuse and violence.,Churches and mosques,,,Southern Region,Chikwawa,MW310,,,,,,Ongoing,,80,,,,
30 Apr 2019,MIAA,Religious Organization,Protection,Provision of Spiritual Counselling services to women and young girls who are suffering abuse and PLHIV who have lost family members i.e. sexual abuse or any other related GBV.,Churches and mosques,,,Southern Region,Chikwawa,MW310,,,,,,Ongoing,,,,,,
30 Apr 2019,MIAA,Religious Organization,Protection,Advocating against Child Marriages within the affected areas and congregations.,Churches and mosques,,,Southern Region,Chikwawa,MW310,,,,,,Ongoing,,140,,,,
30 Apr 2019,UNICEF,UN Agency,Protection,"Support the prioritise camps to have the minimum child protection package which includes: child-friendly space, play materials, availability of dedicated child protection workers and supervision from the DSWO, functional complaints mechanism.",DSWO,Children's Corners kits,,Southern Region,Chikwawa,MW310,,,Khungubwe,14-Mar-19,30-Jun-19,Ongoing,Emergency Response,600,309,291,Displaced populations,
30 Apr 2019,UNICEF,UN Agency,Protection,"Support the prioritise camps to have the minimum child protection package which includes: child-friendly space, play materials, availability of dedicated child protection workers and supervision from the DSWO, functional complaints mechanism.",DSWO,Children's Corners kits,,Southern Region,Chikwawa,MW310,,,Namicheni,14-Mar-19,30-Jun-19,Ongoing,Emergency Response,445,89,356,Displaced populations,
30 Apr 2019,UNICEF,UN Agency,Protection,"Support the prioritise camps to have the minimum child protection package which includes: child-friendly space, play materials, availability of dedicated child protection workers and supervision from the DSWO, functional complaints mechanism.",DSWO,Children's Corners kits,,Southern Region,Chikwawa,MW310,,,Savala,14-Mar-19,30-Jun-19,Ongoing,Emergency Response,,,,Displaced populations,
30 Apr 2019,UNICEF,UN Agency,Protection,"Support the prioritise camps to have the minimum child protection package which includes: child-friendly space, play materials, availability of dedicated child protection workers and supervision from the DSWO, functional complaints mechanism.",DSWO,Children's Corners kits,,Southern Region,Chikwawa,MW310,,,Tizola 2,14-Mar-19,30-Jun-19,Ongoing,Emergency Response,486,174,312,Displaced populations,
30 Apr 2019,UNICEF,UN Agency,Protection,"Support the prioritise camps to have the minimum child protection package which includes: child-friendly space, play materials, availability of dedicated child protection workers and supervision from the DSWO, functional complaints mechanism.",DSWO,Children's Corners kits,,Southern Region,Chikwawa,MW310,,,Kalima Primary School,14-Mar-19,30-Jun-19,Ongoing,Emergency Response,530,269,261,Displaced populations,
30 Apr 2019,UNHCR,UN Agency,Protection,Coordination - Protection Cluster (Natl),,,,Central Region,Lilongwe,MW206,,,,9-Apr-19,9-Apr-19,Completed,Emergency Response,,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Coordination - Protection Cluster (Natl),,,,Central Region,Lilongwe,MW206,,,,23-Apr-19,23-Apr-19,Completed,Emergency Response,,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Coordination - Inter-Cluster Coordination (Natl),,,,Central Region,Lilongwe,MW206,,,,25-Apr-19,25-Apr-19,Completed,Emergency Response,,,,,
30 Apr 2019,UNICEF,UN Agency,Protection,"Support the prioritise camps to have the minimum child protection package which includes: child-friendly space, play materials, availability of dedicated child protection workers and supervision from the DSWO, functional complaints mechanism.",DSWO,Children's Corners kits,,Southern Region,Machinga,MW302,,,Nainunje,14-Mar-19,30-Jun-19,Ongoing,Emergency Response,80,38,42,Displaced populations,
30 Apr 2019,UNICEF,UN Agency,Protection,"Coordination, capacity building and monitoring",Machinga District Council,,,Southern Region,Machinga,MW302,All TAs,,All camps,6-Apr-19,31-Jul-19,Ongoing,Emergency Response,,,,Flood affected population,
30 Apr 2019,UNHCR,UN Agency,Protection,Capacity building,,,,Southern Region,Mulanje,MW308,,,,24-Apr-19,24-Apr-19,Completed,Emergency Response,,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Protection monitoring,,,,Southern Region,Nsanje,MW311,,,Bangula,2-Apr-19,2-Apr-19,Completed,Emergency Response,,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Profiling of beneficiaries,Plan International,,,Southern Region,Nsanje,MW311,,,Bangula,9-Apr-19,9-Apr-19,Completed,Emergency Response,2250,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Profiling of beneficiaries,Plan International,,,Southern Region,Nsanje,MW311,,,Nyachilenda,10-Apr-19,10-Apr-19,Completed,Emergency Response,2250,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Distribution of solar lamps,Plan International,solar lamps,in-kind,Southern Region,Nsanje,MW311,,,Bangula,13-Apr-19,13-Apr-19,Completed,Emergency Response,1125,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Distribution of solar lamps,Plan International,solar lamps,in-kind,Southern Region,Nsanje,MW311,,,Nyachilenda,14-Apr-19,14-Apr-19,Completed,Emergency Response,1125,,,,
30 Apr 2019,UNICEF,UN Agency,Protection,"Support the prioritise camps to have the minimum child protection package which includes: child-friendly space, play materials, availability of dedicated child protection workers and supervision from the DSWO, functional complaints mechanism.",DSWO,Children's Corners kits,,Southern Region,Nsanje,MW311,,,Bangula,14-Mar-19,30-Jun-19,Ongoing,Emergency Response,200,44,156,Displaced populations,
30 Apr 2019,UNICEF,UN Agency,Protection,"Support the prioritise camps to have the minimum child protection package which includes: child-friendly space, play materials, availability of dedicated child protection workers and supervision from the DSWO, functional complaints mechanism.",DSWO,Children's Corners kits,,Southern Region,Nsanje,MW311,,,Nyachilenda,14-Mar-19,30-Jun-19,Ongoing,Emergency Response,84,34,50,Displaced populations,
30 Apr 2019,UNICEF,UN Agency,Protection,"Support the prioritise camps to have the minimum child protection package which includes: child-friendly space, play materials, availability of dedicated child protection workers and supervision from the DSWO, functional complaints mechanism.",DSWO,Children's Corners kits,,Southern Region,Nsanje,MW311,,,Bitilinyu,14-Mar-19,30-Jun-19,Ongoing,Emergency Response,116,43,73,Displaced populations,
30 Apr 2019,UNICEF,UN Agency,Protection,"Support the prioritise camps to have the minimum child protection package which includes: child-friendly space, play materials, availability of dedicated child protection workers and supervision from the DSWO, functional complaints mechanism.",DSWO,Children's Corners kits,,Southern Region,Nsanje,MW311,,,Chiluwekha,14-Mar-19,30-Jun-19,Ongoing,Emergency Response,,,,Displaced populations,
30 Apr 2019,UNICEF,UN Agency,Protection,"Support the prioritise camps to have the minimum child protection package which includes: child-friendly space, play materials, availability of dedicated child protection workers and supervision from the DSWO, functional complaints mechanism.",DSWO,Children's Corners kits,,Southern Region,Nsanje,MW311,,,Mankhokwe school,14-Mar-19,30-Jun-19,Ongoing,Emergency Response,62,28,34,Displaced populations,
30 Apr 2019,UNICEF,UN Agency,Protection,"Support the prioritise camps to have the minimum child protection package which includes: child-friendly space, play materials, availability of dedicated child protection workers and supervision from the DSWO, functional complaints mechanism.",DSWO,Children's Corners kits,,Southern Region,Nsanje,MW311,,,Nyachikadza School,14-Mar-19,30-Jun-19,Ongoing,Emergency Response,,,,Displaced populations,
30 Apr 2019,UNFPA,UN Agency,Protection,Distribution of dignity kits,GOAL,dignity kits,in-kind,Southern Region,Nsanje,MW311,,,23 Camps in Nsanje,1-Apr-19,30-Jun-19,Ongoing,Emergency Response,3500,,3500,Women and Girls,
30 Apr 2019,MIAA,Religious Organization,Protection,"Protection awareness including GBV, accountability, etc",Churches and mosques,,,Southern Region,Nsanje,MW311,,,,,,Ongoing,,,,,,
30 Apr 2019,MIAA,Religious Organization,Protection,"Participating in Strategic engagements with DHOs, DACCs, Legislators, Religious Leaders and Traditional Leaders on provision of mobile clinics, Prep and PEP.",Churches and mosques,,,Southern Region,Nsanje,MW311,,,,,,Ongoing,,60,,,,
30 Apr 2019,MIAA,Religious Organization,Protection,Advocate for the functioning of the Community Victim Support Units in order to provide support for emerging cases of abuse and violence.,Churches and mosques,,,Southern Region,Nsanje,MW311,,,,,,Ongoing,,,,,,
30 Apr 2019,MIAA,Religious Organization,Protection,Provision of Spiritual Counselling services to women and young girls who are suffering abuse and PLHIV who have lost family members i.e. sexual abuse or any other related GBV.,Churches and mosques,,,Southern Region,Nsanje,MW311,,,,,,Ongoing,,,,,,
30 Apr 2019,MIAA,Religious Organization,Protection,Advocating against Child Marriages within the affected areas and congregations.,Churches and mosques,,,Southern Region,Nsanje,MW311,,,,,,Ongoing,,140,,,,
30 Apr 2019,GOAL MALAWI,International NGO,Protection,Coordination and Advocacy - Capacity building of the cluster and district councils,,,,Southern Region,Nsanje,MW311,,,Nsanje district,1-Apr-19,30-Jun-19,Ongoing,Emergency Response,2320,1160,1160,General population,
30 Apr 2019,GOAL MALAWI,International NGO,Protection,"Raise awareness of PSEA, SGBV, HIV and AIDS and where to seek services",,,,Southern Region,Nsanje,MW311,,,23 Camps in Nsanje,1-Apr-19,30-Jun-19,Ongoing,Emergency Response,76548,43951,32597,General Population,
30 Apr 2019,Indian Community,Private Company/Institution,Protection,Distribution of NFIs,,candles (packet),,Southern Region,Phalombe,MW309,,,,,,Completed,,,,,,
30 Apr 2019,Indian Community,Private Company/Institution,Protection,Distribution of NFIs,,trousers,,Southern Region,Phalombe,MW309,,,,,,Completed,,,,,,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Protection,Distribution of dignity kits,,sanitary pads (pack),,Southern Region,Phalombe,MW309,,,,,,Completed,Emergency Response,,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Coordination - District,,,,Southern Region,Phalombe,MW309,,,,4-Apr-19,4-Apr-19,Completed,Emergency Response,,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Profiling of beneficiaries,Plan International,,,Southern Region,Phalombe,MW309,,,Chidalale Primary School,6-Apr-19,6-Apr-19,Completed,Emergency Response,2250,,,,
30 Apr 2019,UNHCR,UN Agency,Protection,Distribution of solar lamps,Plan International,solar lamps,in-kind,Southern Region,Phalombe,MW309,,,,12-Apr-19,12-Apr-19,Completed,Emergency Response,1125,,,,
30 Apr 2019,UNICEF,UN Agency,Protection,"Support the prioritise camps to have the minimum child protection package which includes: child-friendly space, play materials, availability of dedicated child protection workers and supervision from the DSWO, functional complaints mechanism.",DSWO,Children's Corners kits,,Southern Region,Phalombe,MW309,,,Mileme,14-Mar-19,30-Jun-19,Ongoing,Emergency Response,,,,Displaced populations,
